alumni_career_titles,alumni_info,awards,contact_email,department,dept_news_links,lab_culture,lab_website,last_updated,linkedin_profiles,mentorship_info,num_alumni,num_students,pi_name,publication_abstracts,publication_dates,publication_links,publications,research_summary,scraped_excerpts,social_media_posts,source_url,title_position
Supply Chain Analyst; Data Scientist,"A. Lopez (MS 2024, UPS); T. Singh (BS 2023, Walmart Global Tech)",NSF CRII (2023),vhuang@ncsu.edu,ISE,https://ise.ncsu.edu/news/huang-learning-augmented-optimization,data+decision; open-source; rigorous baselines,https://huang-lopt.ncsu.edu,2025-09-05,https://linkedin.com/in/victorhuang,Biweekly one-on-ones; code review rotations; open data where possible.,3,6,Dr. Victor Huang,P1: Combines demand forecasts with MILP.; P2: Robust routes under shocks.; P3: Calibration to avoid prediction bias.,2025; 2024; 2023,https://doi.org/10.0000/ise.huang.2025a; https://doi.org/10.0000/ise.huang.2024b; https://doi.org/10.0000/ise.huang.2023c,Predict-Then-Optimize for Inventory; Robust Last-Mile with Demand Shocks; Calibration for Learning-Augmented LPs,"Learning-augmented optimization for supply chains, integrating prediction models with robust decision policies.","[Research Tab] Learning-augmented optimization, robust routing. (Source: https://huang-lopt.ncsu.edu/research)",https://twitter.com/HuangLoptLab/status/18002002,https://www.ise.ncsu.edu/people/huang,Assistant Professor
Operations Research Analyst; Management Consultant,"G. Roberts (PhD 2020, City of Raleigh); N. Zhang (MS 2019, Deloitte)",IISE Fellow (2022); INFORMS Service Science Award (2021),pnair@ncsu.edu,ISE,https://ise.ncsu.edu/news/nair-fellow-feature,equity-focused; stakeholder-engaged,https://nair-servicesys.ncsu.edu,2025-09-05,https://linkedin.com/in/priyankanair,IDPs each semester; cross-lab mentorship pairs; grant-writing workshops.,27,12,Dr. Priyanka Nair,P1: Fairness metrics in queues.; P2: Equity-aware rostering.; P3: Multi-objective design of service centers.,2025; 2024; 2022,https://doi.org/10.0000/ise.nair.2025a; https://doi.org/10.0000/ise.nair.2024b; https://doi.org/10.0000/ise.nair.2022c,Fair Queueing in Public Services; Workforce Rostering with Equity; Multi-Objective Service Design,"Service systems engineering, workforce planning, and fairness-aware optimization for public sector operations.","[Research Tab] Fair service design, workforce planning. (Source: https://nair-servicesys.ncsu.edu/research)",https://twitter.com/NairServiceSys/status/18003003,https://www.ise.ncsu.edu/people/nair,Professor
Human Factors Engineer; Safety Analyst,"S. Park (PhD 2021, FAA); R. Allen (MS 2020, Intuitive Surgical)",NSF CAREER (2019),cromero@ncsu.edu,ISE,https://ise.ncsu.edu/news/romero-human-factors-award,human-centered; IRB-compliant; interdisciplinary,https://romero-hfcl.ncsu.edu,2025-09-05,https://linkedin.com/in/calebromero,Weekly replication checks; student first-authorship policy; industry mentors.,18,10,Dr. Caleb Romero,P1: Measures cognitive load in OR.; P2: Autopilot interfaces with human oversight.; P3: SA metrics for operators.,2025; 2024; 2023,https://doi.org/10.0000/ise.romero.2025a; https://doi.org/10.0000/ise.romero.2024b; https://doi.org/10.0000/ise.romero.2023c,Cognitive Load in Robotic Surgery; Human-in-the-Loop Autopilot Design; Situation Awareness Metrics,"Human factors and cognitive engineering for safety-critical systems, including aviation and surgical robotics.",[Research Tab] Human factors in aviation and surgery. (Source: https://romero-hfcl.ncsu.edu/research),https://twitter.com/RomeroHFCL/status/18004004,https://www.ise.ncsu.edu/people/romero,Associate Professor
Data Scientist; Experimentation Analyst,"J. Diaz (MS 2024, Netflix); T. Nguyen (BS 2023, Shopify)",NSF CRII (2024),hosei@ncsu.edu,ISE,https://ise.ncsu.edu/news/osei-causal-ml-crii,ml+experiments; open science,https://osei-causalml.ncsu.edu,2025-09-05,https://linkedin.com/in/hannahosei,Open lab hours; monthly skills workshops; collaborative repos.,2,5,Dr. Hannah Osei,P1: Uplift modeling for interventions.; P2: Off-policy evaluation.; P3: Fairness constraints under uncertainty.,2025; 2024; 2023,https://doi.org/10.0000/ise.osei.2025a; https://doi.org/10.0000/ise.osei.2024b; https://doi.org/10.0000/ise.osei.2023c,Causal Uplift for Targeting; Counterfactual Evaluation for A/B Tests; Fairness-Constrained Experimentation,Fair and causal machine learning for A/B testing and experiment design in digital platforms.,"[Research Tab] Causal uplift, off-policy A/B testing. (Source: https://osei-causalml.ncsu.edu/research)",https://twitter.com/OseiCausalML/status/18005005,https://www.ise.ncsu.edu/people/osei,Assistant Professor
Quality Engineer; Reliability Engineer,"F. Li (PhD 2020, Toyota); R. Gomez (MS 2018, Boeing)",IISE Fellow (2018); ASQ Distinguished Service (2020),tkowalski@ncsu.edu,ISE,https://ise.ncsu.edu/news/kowalski-quality-award,manufacturing-first; data-driven; continuous improvement,https://kowalski-quality.ncsu.edu,2025-09-05,https://linkedin.com/in/tomaszkowalski,Quality circles; student-industry capstones; weekly Gemba walks (virtual).,31,11,Dr. Tomasz Kowalski,P1: SPC with deep sequence models.; P2: ALT with competing risks.; P3: Bayesian PCI for small lots.,2025; 2024; 2022,https://doi.org/10.0000/ise.kowalski.2025a; https://doi.org/10.0000/ise.kowalski.2024b; https://doi.org/10.0000/ise.kowalski.2022c,Deep SPC for Nonstationary Lines; Accelerated Life Testing Models; Bayesian Process Capability,"Quality engineering, statistical process control, and reliability modeling for advanced manufacturing.","[Research Tab] SPC, reliability, process capability. (Source: https://kowalski-quality.ncsu.edu/research)",https://twitter.com/KowalskiQuality/status/18006006,https://www.ise.ncsu.edu/people/kowalski,Professor
Humanitarian Logistics Analyst; OR Scientist,"R. Ahmed (PhD 2021, UN OCHA); C. Wilson (MS 2022, Red Cross)",NSF CAREER (2021),afarouk@ncsu.edu,ISE,https://ise.ncsu.edu/news/farouk-humanitarian-logistics,impact-driven; field partnerships,https://farouk-hlog.ncsu.edu,2025-09-05,https://linkedin.com/in/aminafarouk,Structured onboarding; reproducible pipelines; outreach with K‑12.,12,8,Dr. Amina Farouk,P1: Robust location of depots.; P2: Equity-aware distribution.; P3: Stochastic VRP for aid delivery.,2025; 2024; 2023,https://doi.org/10.0000/ise.farouk.2025a; https://doi.org/10.0000/ise.farouk.2024b; https://doi.org/10.0000/ise.farouk.2023c,Facility Location Under Disasters; Equity in Relief Distribution; Stochastic Vehicle Routing for Aid,Humanitarian logistics and disaster response with stochastic routing and facility placement.,"[Research Tab] Disaster logistics, equity, stochastic VRP. (Source: https://farouk-hlog.ncsu.edu/research)",https://twitter.com/FaroukHLog/status/18007007,https://www.ise.ncsu.edu/people/farouk,Associate Professor
Applied Scientist,"K. Lin (MS 2024, Amazon)",ONR Young Investigator (2024),dpierce@ncsu.edu,ISE,https://ise.ncsu.edu/news/pierce-rl-ops,ml+or; reproducible; simulation-heavy,https://pierce-rlops.ncsu.edu,2025-09-05,https://linkedin.com/in/danielpierce,Weekly sprint demos; paired code ownership; lab wiki for SOPs.,1,5,Dr. Daniel Pierce,P1: RL with stockout penalties.; P2: Safe exploration in MDPs.; P3: Service-level constrained RL.,2025; 2024; 2023,https://doi.org/10.0000/ise.pierce.2025a; https://doi.org/10.0000/ise.pierce.2024b; https://doi.org/10.0000/ise.pierce.2023c,Constrained RL for Inventory; Safe Exploration in Production Lines; RL with Service-Level Guarantees,"Reinforcement learning for operations, with constrained RL for inventory and production control.","[Research Tab] Constrained RL, production control. (Source: https://pierce-rlops.ncsu.edu/research)",https://twitter.com/PierceRLOps/status/18008008,https://www.ise.ncsu.edu/people/pierce,Assistant Professor
Revenue Analyst; Data Science Manager,"J. Ortiz (PhD 2018, Delta); P. Chen (MS 2017, Marriott)",INFORMS Fellow (2019),sgrewal@ncsu.edu,ISE,https://ise.ncsu.edu/news/grewal-revenue-management,industry-linked; model+data,https://grewal-revman.ncsu.edu,2025-09-05,https://linkedin.com/in/sophiagrewal,Collaborative authorship; external collaborators; monthly career panels.,35,12,Dr. Sophia Grewal,P1: Pricing under cancellations.; P2: Network RM DP.; P3: Robust fares with uncertainty sets.,2025; 2023; 2022,https://doi.org/10.0000/ise.grewal.2025a; https://doi.org/10.0000/ise.grewal.2023b; https://doi.org/10.0000/ise.grewal.2022c,Dynamic Pricing with Cancellations; Network RM for Multi-Leg Trips; Robust Fare Optimization,Revenue management and pricing analytics for transportation and hospitality with dynamic programming.,"[Research Tab] Dynamic pricing, network RM. (Source: https://grewal-revman.ncsu.edu/research)",https://twitter.com/GrewalRM/status/18009009,https://www.ise.ncsu.edu/people/grewal,Professor
Operations Research Analyst; Grid Analytics Engineer,"L. Ahmed (PhD 2020, Sandia); K. Moore (MS 2019, Duke Energy)",NSF CAREER (2020),msantos@ncsu.edu,ISE,https://ise.ncsu.edu/news/santos-infrastructure-resilience,resilience; data+optimization,https://santos-netopt.ncsu.edu,2025-09-05,https://linkedin.com/in/miguelsantos,Peer-led code reviews; open problems list; quarterly retrospectives.,14,8,Dr. Miguel Santos,P1: Interdiction under cascading failures.; P2: Bi-level resilience optimization.; P3: Sensor placement heuristics.,2025; 2024; 2022,https://doi.org/10.0000/ise.santos.2025a; https://doi.org/10.0000/ise.santos.2024b; https://doi.org/10.0000/ise.santos.2022c,Interdiction in Power Grids; Bi-Level Models for Resilience; Sensor Placement for Network Recovery,Network optimization and interdiction models for infrastructure resilience.,"[Research Tab] Interdiction, bi-level models, resilience. (Source: https://santos-netopt.ncsu.edu/research)",https://twitter.com/SantosNetOpt/status/18010010,https://www.ise.ncsu.edu/people/santos,Associate Professor
Manufacturing Engineer; Data Analyst,"R. Singh (MS 2024, BMW); E. Gomez (BS 2023, Siemens)",NSF CRII (2023),lydchen@ncsu.edu,ISE,https://ise.ncsu.edu/news/chen-human-in-the-loop,interpretable; stakeholder-centered,https://chen-hilo.ncsu.edu,2025-09-05,https://linkedin.com/in/lydiachen,Group sprints; reproducibility badges; student-maintained benchmarks.,2,5,Dr. Lydia Chen,P1: Interpretable scheduling rules.; P2: Eliciting preferences.; P3: Feedback to learn dispatching.,2025; 2024; 2023,https://doi.org/10.0000/ise.chen.2025a; https://doi.org/10.0000/ise.chen.2024b; https://doi.org/10.0000/ise.chen.2023c,Interpretable Schedules in Job Shops; Preference Elicitation with OR; Human-Feedback for Dispatching Rules,Human-in-the-loop optimization for manufacturing scheduling with interpretable models.,"[Research Tab] Interpretable scheduling, preference elicitation. (Source: https://chen-hilo.ncsu.edu/research)",https://twitter.com/ChenHILO/status/18011011,https://www.ise.ncsu.edu/people/chen,Assistant Professor
Energy Economist; Operations Scientist,"M. Lee (PhD 2018, DOE); M. Garcia (PhD 2017, Uber)",IISE Fellow (2016),ohaddad@ncsu.edu,ISE,https://ise.ncsu.edu/news/haddad-market-design,theory+policy; stakeholder engagement,https://haddad-marketdesign.ncsu.edu,2025-09-05,https://linkedin.com/in/omarhaddad,Cross-lab collaborations; alumni mentorship network; annual retreats.,29,10,Dr. Omar Haddad,P1: Mechanisms for charging stations.; P2: Market power models.; P3: Auction design for microgrids.,2025; 2023; 2022,https://doi.org/10.0000/ise.haddad.2025a; https://doi.org/10.0000/ise.haddad.2023b; https://doi.org/10.0000/ise.haddad.2022c,Mechanism Design for EV Charging; Market Power in Ridesharing; Auctions for Microgrids,Game theory and market design for energy and mobility systems.,"[Research Tab] Market design, EV charging, microgrids. (Source: https://haddad-marketdesign.ncsu.edu/research)",https://twitter.com/HaddadMarket/status/18012012,https://www.ise.ncsu.edu/people/haddad,Professor
Policy Analyst; Statistician,"S. Ahmed (MS 2024, RAND); P. Li (PhD 2021, BLS)",NSF CAREER (2022),gponce@ncsu.edu,ISE,https://ise.ncsu.edu/news/ponce-causal-inference,methods+impact; open data when possible,https://ponce-causal.ncsu.edu,2025-09-05,https://linkedin.com/in/gabrielaponce,Weekly paper clubs; R reproducibility checks; inclusive mentoring guidelines.,9,7,Dr. Gabriela Ponce,P1: DiD with interference.; P2: Scalable synthetic controls.; P3: IV for administrative datasets.,2025; 2024; 2022,https://doi.org/10.0000/ise.ponce.2025a; https://doi.org/10.0000/ise.ponce.2024b; https://doi.org/10.0000/ise.ponce.2022c,Difference-in-Differences with Spillovers; Synthetic Controls at Scale; Instrumental Variables in Policy Data,Causal inference and observational studies for policy evaluation in public health and labor.,"[Research Tab] Policy evaluation, DiD, synthetic controls. (Source: https://ponce-causal.ncsu.edu/research)",https://twitter.com/PonceCausal/status/18013013,https://www.ise.ncsu.edu/people/ponce,Associate Professor
Operations Analyst,"A. Chen (MS 2024, UnitedHealth)",NSF CRII (2024),nrao@ncsu.edu,ISE,https://ise.ncsu.edu/news/rao-adp-lab,adp+simulation; practical,https://rao-adp.ncsu.edu,2025-09-05,https://linkedin.com/in/nikhilrao,Pair programming; code audits; student-owned benchmarks.,1,4,Dr. Nikhil Rao,P1: Rollout for appointments.; P2: ADP in call centers.; P3: VFA approaches.,2025; 2024; 2023,https://doi.org/10.0000/ise.rao.2025a; https://doi.org/10.0000/ise.rao.2024b; https://doi.org/10.0000/ise.rao.2023c,Rollout for Appointment Scheduling; ADP for Call Centers; Value Function Approximation in Services,Approximate dynamic programming and rollout algorithms for service operations.,"[Research Tab] ADP, rollout, services. (Source: https://rao-adp.ncsu.edu/research)",https://twitter.com/RaoADP/status/18014014,https://www.ise.ncsu.edu/people/rao,Assistant Professor
Transportation Analyst; Operations Scientist,"R. Patel (PhD 2019, DOT); T. Jones (MS 2018, Uber ATG)",INFORMS Koopman Prize (2021),fdelacruz@ncsu.edu,ISE,https://ise.ncsu.edu/news/delacruz-transportation-award,urban systems; data+routing,https://delacruz-translog.ncsu.edu,2025-09-05,https://linkedin.com/in/fatimadelacruz,Student co-PIs on grants; cross-campus collaborations; reproducible pipelines.,28,10,Dr. Fatima De La Cruz,P1: TDSP for big networks.; P2: Robust timetables.; P3: Integrated multimodal design.,2025; 2024; 2022,https://doi.org/10.0000/ise.delacruz.2025a; https://doi.org/10.0000/ise.delacruz.2024b; https://doi.org/10.0000/ise.delacruz.2022c,Time-Dependent Shortest Paths at Scale; Robust Transit Timetabling; Multimodal Network Design,"Transportation logistics, time-dependent shortest paths, and multimodal planning.","[Research Tab] TDSP, timetabling, multimodal design. (Source: https://delacruz-translog.ncsu.edu/research)",https://twitter.com/DelaCruzTransLog/status/18015015,https://www.ise.ncsu.edu/people/delacruz,Professor
Manufacturing Engineer; Robotics Engineer,"Y. Wang (PhD 2020, Ford); L. Martinez (MS 2018, Tesla)",NSF CAREER (2018),rkimani@ncsu.edu,ISE,https://ise.ncsu.edu/news/kimani-human-robot-collab,human-centered manufacturing; safety-first,https://kimani-hri.ncsu.edu,2025-09-05,https://linkedin.com/in/robertkimani,Design docs; student-authored datasets; monthly retrospectives.,19,9,Dr. Robert Kimani,P1: Risk metrics for HRC.; P2: Adaptive schedules.; P3: Fatigue detection fusion.,2025; 2024; 2023,https://doi.org/10.0000/ise.kimani.2025a; https://doi.org/10.0000/ise.kimani.2024b; https://doi.org/10.0000/ise.kimani.2023c,Ergonomic Risk in HRC; Adaptive Workcell Scheduling; Sensor Fusion for Fatigue Detection,"Human–robot collaboration, ergonomic risk modeling, and adaptive workcells.","[Research Tab] HRC, ergonomics, adaptive workcells. (Source: https://kimani-hri.ncsu.edu/research)",https://twitter.com/KimaniHRI/status/18016016,https://www.ise.ncsu.edu/people/kimani,Associate Professor
Clinical Data Scientist,"S. Rivera (MS 2024, UNC Health)",NSF CRII (2025),ybenzvi@ncsu.edu,ISE,https://ise.ncsu.edu/news/benzvi-health-analytics,health data; interpretable; reproducible,https://benzvi-healthai.ncsu.edu,2025-09-05,https://linkedin.com/in/yaelbenzvi,Co-advising with hospitals; datasets under DUAs; weekly ethics reviews.,1,4,Dr. Yael Ben-Zvi,P1: Interpretable risk scoring.; P2: Weak label phenotyping.; P3: Clinical calibration.,2025; 2024; 2023,https://doi.org/10.0000/ise.benzvi.2025a; https://doi.org/10.0000/ise.benzvi.2024b; https://doi.org/10.0000/ise.benzvi.2023c,Interpretable Risk in EHR; Phenotyping with Weak Labels; Calibration in Clinical Prediction,"Healthcare analytics, EHR phenotyping, and risk prediction with interpretable models.","[Research Tab] EHR phenotyping, interpretable risk. (Source: https://benzvi-healthai.ncsu.edu/research)",https://twitter.com/BenZviHealthAI/status/18017017,https://www.ise.ncsu.edu/people/benzvi,Assistant Professor
Continuous Improvement Manager; Sustainability Engineer,"H. Ortiz (PhD 2017, P&G); K. Davis (MS 2019, Siemens)",IISE Fellow (2015); Shingo Prize (2017),poneal@ncsu.edu,ISE,https://ise.ncsu.edu/news/oneal-lean-sustainability,shop-floor engaged; sustainability,https://oneal-lean.ncsu.edu,2025-09-05,https://linkedin.com/in/patrickoneal,Industry internships; value stream mapping; hands-on kaizen events.,32,10,Dr. Patrick O'Neal,P1: Joint lean/green KPIs.; P2: Closed-loop chains.; P3: Remanufacturing schedules.,2025; 2024; 2022,https://doi.org/10.0000/ise.oneal.2025a; https://doi.org/10.0000/ise.oneal.2024b; https://doi.org/10.0000/ise.oneal.2022c,Lean and Green Metrics; Closed-Loop Supply Chains; Scheduling for Remanufacturing,"Lean systems, sustainable manufacturing, and circular economy logistics.","[Research Tab] Lean, circular economy, remanufacturing. (Source: https://oneal-lean.ncsu.edu/research)",https://twitter.com/ONealLean/status/18018018,https://www.ise.ncsu.edu/people/oneal,Professor
Research Scientist; Optimization Consultant,"D. Chen (PhD 2022, IBM Research); F. Rossi (MS 2020, EY)",NSF CAREER (2021),npetrov@ncsu.edu,ISE,https://ise.ncsu.edu/news/petrov-stochastic-lab,math+code; scalability,https://petrov-stoch.ncsu.edu,2025-09-05,https://linkedin.com/in/nadiapetrov,Open problems list; external partners; data documentation standards.,10,7,Dr. Nadia Petrov,P1: Learning-augmented Benders.; P2: Multistage SP in energy.; P3: Scenario reduction methods.,2025; 2024; 2023,https://doi.org/10.0000/ise.petrov.2025a; https://doi.org/10.0000/ise.petrov.2024b; https://doi.org/10.0000/ise.petrov.2023c,Benders with Learning; Multistage SP for Energy; Scenario Reduction at Scale,Stochastic programming and decomposition for large-scale planning problems.,"[Research Tab] Stochastic programming, decomposition. (Source: https://petrov-stoch.ncsu.edu/research)",https://twitter.com/PetrovStoch/status/18019019,https://www.ise.ncsu.edu/people/petrov,Associate Professor
Scheduling Analyst; Data Analyst,"P. Young (MS 2024, NBA); T. Lee (BS 2023, MLB)",NSF CRII (2023),qharper@ncsu.edu,ISE,https://ise.ncsu.edu/news/harper-sports-analytics,applied OR; partner-driven,https://harper-sportor.ncsu.edu,2025-09-05,https://linkedin.com/in/quentinharper,Weekly code clinics; cross-dept collaborations; student-led seminars.,2,4,Dr. Quentin Harper,P1: Routing-based schedules.; P2: Fairness in seeding.; P3: TV-driven robust schedules.,2025; 2024; 2023,https://doi.org/10.0000/ise.harper.2025a; https://doi.org/10.0000/ise.harper.2024b; https://doi.org/10.0000/ise.harper.2023c,Travel-Minimizing League Schedules; Fair Playoff Seeding; Robust Scheduling Under TV Constraints,Sports analytics and scheduling optimization for leagues and tournaments.,"[Research Tab] Sports scheduling, fairness. (Source: https://harper-sportor.ncsu.edu/research)",https://twitter.com/HarperSportOR/status/18020020,https://www.ise.ncsu.edu/people/harper,Assistant Professor
Research Scientist; Simulation Engineer,"G. Kim (PhD 2017, Sandia); R. White (MS 2019, Lockheed)",INFORMS Fellow (2016),irossi@ncsu.edu,ISE,https://ise.ncsu.edu/news/rossi-simopt-award,methods-first; cross-domain,https://rossi-simopt.ncsu.edu,2025-09-05,https://linkedin.com/in/irenerossi,PhD mentorship circles; grant bootcamps; industry sabbaticals.,33,11,Dr. Irene Rossi,P1: BO for simulator tuning.; P2: CRN analysis.; P3: Multi-fidelity frameworks.,2025; 2023; 2022,https://doi.org/10.0000/ise.rossi.2025a; https://doi.org/10.0000/ise.rossi.2023b; https://doi.org/10.0000/ise.rossi.2022c,Bayesian Optimization for Simulators; Common Random Numbers Revisited; Multi-Fidelity Simulation,Simulation optimization and surrogate modeling for complex systems.,"[Research Tab] BO, CRN, multi-fidelity. (Source: https://rossi-simopt.ncsu.edu/research)",https://twitter.com/RossiSimOpt/status/18021021,https://www.ise.ncsu.edu/people/rossi,Professor
Robotics Engineer; Controls Engineer,"R. Shah (MS 2024, Boston Dynamics); E. Li (BS 2023, Deere)",NSF CAREER (2025),amehta@ncsu.edu,MAE,https://mae.ncsu.edu/news/mehta-robotics-career-award,hands-on; code-first; demo-driven,https://mehta-robotics.ncsu.edu,2025-09-05,https://linkedin.com/in/arjunmehta,Weekly robot demos; open-source repos; paired mentorship with senior PhD students.,2,6,Dr. Arjun Mehta,P1: Combines learned dynamics with MPC.; P2: Tactile signals for stable grasps.; P3: Risk-aware planner for mobile manipulators.,2025; 2024; 2023,https://doi.org/10.0000/mae.mehta.2025a; https://doi.org/10.0000/mae.mehta.2024b; https://doi.org/10.0000/mae.mehta.2023c,Learning-MPC for Dexterous Manipulation; Tactile Grasping in Clutter; Risk-Aware Planning on Wheels-and-Arms,Robotic manipulation and mobile manipulation under uncertainty with learning-based model predictive control.,"[Research Tab] Manipulation, MPC, tactile sensing. (Source: https://mehta-robotics.ncsu.edu/research); [People] 6 students listed. (Source: https://mehta-robotics.ncsu.edu/people)",https://twitter.com/MehtaRobotics/status/18200001,https://www.mae.ncsu.edu/people/mehta,Assistant Professor
Aeroacoustics Engineer; CFD Analyst,"K. Nguyen (PhD 2021, Boeing); M. Patel (MS 2022, NASA)",AIAA Best Paper (2024); NSF CAREER (2020),sdelgado@ncsu.edu,MAE,https://mae.ncsu.edu/news/delgado-aiaa-best-paper,simulation-heavy; verification+validation,https://delgado-cfd.ncsu.edu,2025-09-05,https://linkedin.com/in/sofiadelgado,Project charters; monthly writing workshops; shared CFD validation datasets.,19,10,Dr. Sofia Delgado,P1: Predicts gear tonal noise.; P2: Resolves separation on high-lift.; P3: WMLES improves transonic accuracy.,2025; 2024; 2023,https://doi.org/10.0000/mae.delgado.2025a; https://doi.org/10.0000/mae.delgado.2024b; https://doi.org/10.0000/mae.delgado.2023c,DES of Landing-Gear Noise; LES of High-Lift Configurations; Wall-Modeled LES for Transonic Wings,"High-fidelity CFD for aerodynamics and aeroacoustics, including DES/LES for complex configurations.",[Research Tab] DES/LES for aeroacoustics and high-lift. (Source: https://delgado-cfd.ncsu.edu/research),https://twitter.com/DelgadoCFD/status/18200002,https://www.mae.ncsu.edu/people/delgado,Associate Professor
Aerospace Research Engineer; Thermal Analyst,"J. Parker (PhD 2018, AFRL); H. Zhou (MS 2019, Lockheed)",AFOSR Young Investigator (2012); AIAA Associate Fellow (2021),mthornton@ncsu.edu,MAE,https://mae.ncsu.edu/news/thornton-hypersonics-feature,test+model; safety-first; teamwork,https://thornton-hypersonics.ncsu.edu,2025-09-05,https://linkedin.com/in/marcusthornton,Flight-test clinics; cross-lab collaborations; alumni mentoring network.,35,12,Dr. Marcus Thornton,P1: Ablation under coupled heating.; P2: SBLI heat transfer.; P3: Arcjet UHTC characterization.,2025; 2023; 2022,https://doi.org/10.0000/mae.thornton.2025a; https://doi.org/10.0000/mae.thornton.2023b; https://doi.org/10.0000/mae.thornton.2022c,TPS Ablation Models for Reentry; Shock/Boundary-Layer Interaction at Mach 8; Arcjet Testing of UHTC Tiles,"Hypersonics, thermal protection systems, and high-enthalpy ground testing.","[Research Tab] Hypersonics, TPS, arcjet testing. (Source: https://thornton-hypersonics.ncsu.edu/research)",https://twitter.com/ThorntonHyper/status/18200003,https://www.mae.ncsu.edu/people/thornton,Professor
Combustion Engineer; Test Engineer,"A. Ortiz (MS 2024, Pratt & Whitney); S. Lin (BS 2023, GE Aviation)",DOE Early Career (2024),yelgamal@ncsu.edu,MAE,https://mae.ncsu.edu/news/elgamal-combustion-early-career,experimental; safety-focused; data-rich,https://elgamal-combustion.ncsu.edu,2025-09-05,https://linkedin.com/in/yaraelgamal,Weekly lab meetings; safety walkthroughs; shared combustion diagnostics SOPs.,3,7,Dr. Yara El-Gamal,P1: PLIF for flame anchoring.; P2: RDE stability regions.; P3: NOx trends in lean regimes.,2025; 2024; 2023,https://doi.org/10.0000/mae.elgamal.2025a; https://doi.org/10.0000/mae.elgamal.2024b; https://doi.org/10.0000/mae.elgamal.2023c,PLIF Diagnostics in Swirl Burners; Detonation Wave Stability Maps; NOx Formation in Lean Premixed Flames,Combustion and propulsion with laser diagnostics for low-emission flames and rotating detonation engines.,"[Research Tab] PLIF, RDEs, lean premixed NOx. (Source: https://elgamal-combustion.ncsu.edu/research)",https://twitter.com/ElGamalComb/status/18200004,https://www.mae.ncsu.edu/people/elgamal,Assistant Professor
Turbomachinery Engineer; Thermal Engineer,"D. Wang (PhD 2021, Rolls-Royce); L. Gomez (MS 2020, Siemens Energy)",ASME Fellow (2024); NASA Early Career (2019),pconti@ncsu.edu,MAE,https://mae.ncsu.edu/news/conti-turbomachinery-feature,rigor; experiment+CFD; collaborative,https://conti-turbo.ncsu.edu,2025-09-05,https://linkedin.com/in/pietroconti,Design reviews; rotating lead roles; industry co-advisors.,16,9,Dr. Pietro Conti,P1: Cooling effectiveness maps.; P2: Transition in compressor blades.; P3: Endwall design reduces loss.,2025; 2024; 2022,https://doi.org/10.0000/mae.conti.2025a; https://doi.org/10.0000/mae.conti.2024b; https://doi.org/10.0000/mae.conti.2022c,Film Cooling in High-Load Turbines; Transition Modeling in Compressors; Endwall Contouring for Loss Reduction,Turbomachinery aerodynamics and heat transfer with experimental rigs and high-order solvers.,"[Research Tab] Film cooling, transition, endwall design. (Source: https://conti-turbo.ncsu.edu/research)",https://twitter.com/ContiTurboLab/status/18200005,https://www.mae.ncsu.edu/people/conti,Associate Professor
Human Factors Engineer; Robotics Engineer,"K. Allen (MS 2024, Toyota); P. Rivera (BS 2023, Ford)",NSF CRII (2024),hbrooks@ncsu.edu,MAE,https://mae.ncsu.edu/news/brooks-exoskeletons-crii,human-centered; safety-first; cross-disciplinary,https://brooks-hri.ncsu.edu,2025-09-05,https://linkedin.com/in/hannahbrooks,Human-subjects training; IRB templates; inclusive design practices.,2,5,Dr. Hannah Brooks,P1: Adaptive torque control.; P2: Metrics for ergonomic load.; P3: Shared autonomy improves throughput.,2025; 2024; 2023,https://doi.org/10.0000/mae.brooks.2025a; https://doi.org/10.0000/mae.brooks.2024b; https://doi.org/10.0000/mae.brooks.2023c,Adaptive Exoskeleton Control; Ergonomic Metrics for HRC; Shared Autonomy on Assembly Lines,Human-robot collaboration and wearable exoskeletons for manufacturing ergonomics.,"[Research Tab] Exoskeletons, HRC, shared autonomy. (Source: https://brooks-hri.ncsu.edu/research)",https://twitter.com/BrooksHRILab/status/18200006,https://www.mae.ncsu.edu/people/brooks,Assistant Professor
Thermal Engineer; R&D Engineer,"S. Gupta (PhD 2019, Intel); M. Ramos (MS 2018, Medtronic)",ASME Heat Transfer Division Award (2021),wlchang@ncsu.edu,MAE,https://mae.ncsu.edu/news/chang-microfluidics-feature,experimental; precision; safety,https://chang-microfluidics.ncsu.edu,2025-09-05,https://linkedin.com/in/weilunchang,Apprenticeship model; student-led equipment training; cross-lab seminars.,28,11,Dr. Wei-Lun Chang,P1: Two-phase heat removal.; P2: Passive micro-pumps.; P3: Chemical gradients on-chip.,2025; 2023; 2022,https://doi.org/10.0000/mae.chang.2025a; https://doi.org/10.0000/mae.chang.2023b; https://doi.org/10.0000/mae.chang.2022c,Two-Phase Microchannel Cooling; Capillary-Driven Micro-Pumps; On-Chip Gradient Generators,Microfluidics and thermal management for electronics and biomedical devices.,"[Research Tab] Microchannel cooling, micro-pumps, gradients. (Source: https://chang-microfluidics.ncsu.edu/research)",https://twitter.com/ChangMicroLab/status/18200007,https://www.mae.ncsu.edu/people/chang,Professor
